name,eta,rho,depreciation,leak_share,beta,resilience,passive_fraction,q_evidence,q_dependency,q_coordination,q_reuse,q_contradiction,kg_overhead,median_RJ_250,p10_RJ_250,median_final_P_TW,p10_final_P_TW,median_final_drain,median_worst_disruption,collapse_rate,epistemic_quality,effective_eta,effective_rho,effective_depreciation,effective_beta,effective_resilience,effective_passive,Dream_Score,Rank
Alexandria-Dream-078,0.3452081518503005,0.04671519127539711,0.002667066551260168,0.21814560094464674,0.050040182398493095,0.88337960525295,0.7241908350972803,0.9516340150166956,0.9202541761134835,0.9166631906884296,0.09612554894468285,0.9296675922906241,0.0,129749.27721374709,129746.57474120997,4373581.656761377,4373490.382422796,6.141681547179896e-10,0.0009580447061226503,0.0,0.7628689046107832,0.40569733489739546,0.04671519127539711,0.0017298833638522153,0.060149550272266504,0.98,0.7575461329950154,93.12135907750975,1
